Field, Value
Fishery, Example Octopus Fishery
Location, Indonesia
Species, Octopus cyanea
Common_Name, Day octopus
Author, T. Author (t.author@email.com)
Date, March 2023

Age Schedules
Ages, Weight_Age_Mean, Weight_Age_SD, Maturity_at_Age, M_at_Age, Post_Spawning_Mortality
0, 0, 0.48, 0, 0.15, 0
1, 0.01, 0.48, 0, 0.15, 0
2, 0.05, 0.48, 0, 0.15, 0
3, 0.12, 0.48, 0, 0.15, 0
4, 0.23, 0.48, 0, 0.15, 0
5, 0.4, 0.48, 0, 0.15, 0
6, 0.6, 0.48, 0, 0.15, 0
7, 0.86, 0.48, 0, 0.15, 0
8, 1.17, 0.48, 0, 0.15, 0
9, 1.54, 0.48, 0, 0.15, 0
10, 1.96, 0.48, 0, 0.15, 0
11, 2.44, 0.48, 0.05, 0.15, 0.05
12, 2.99, 0.48, 0.95, 0.15, 0.95
13, 3.6, 0.48, 1, 0.15, 1
14, 4.27, 0.48, 1, 0.15, 1

CAW Binned Data
Year, Month, 0.05, 0.15, 0.25, 0.35, 0.45, 0.55, 0.65, 0.75, 0.85, 0.95, 1.05, 1.15, 1.25, 1.35, 1.45, 1.55, 1.65, 1.75, 1.85, 1.95, 2.05, 2.15, 2.25, 2.35, 2.45, 2.55, 2.65, 2.75, 2.85, 2.95, 3.05, 3.15, 3.25, 3.35, 3.45, 3.55, 3.65, 3.75, 3.85, 3.95
2021, 1, 3, 7, 29, 40, 41, 27, 31, 35, 28, 20, 14, 17, 12, 10, 8, 8, 13, 9, 8, 11, 4, 6, 3, 2, 6, 1, 1, 2, 2, 1, 1, 3, 1, 0, 1, 1, 0, 0, 0, 10
2021, 2, 2, 11, 28, 40, 25, 30, 34, 28, 33, 28, 21, 14, 16, 12, 10, 6, 9, 11, 5, 7, 1, 2, 3, 4, 4, 2, 4, 1, 2, 3, 0, 1, 0, 3, 2, 0, 0, 3, 1, 10
2021, 3, 0, 5, 20, 31, 37, 31, 35, 30, 20, 32, 13, 20, 19, 8, 11, 15, 12, 8, 6, 6, 8, 6, 3, 3, 5, 1, 6, 0, 0, 2, 1, 2, 3, 2, 0, 2, 1, 2, 1, 9
2021, 4, 1, 6, 10, 27, 35, 29, 33, 34, 31, 20, 9, 16, 18, 9, 9, 8, 10, 11, 15, 8, 14, 4, 5, 5, 6, 6, 4, 5, 2, 4, 2, 1, 1, 3, 1, 3, 2, 1, 1, 7
2021, 5, 0, 14, 22, 31, 36, 21, 20, 20, 28, 25, 23, 18, 13, 9, 11, 12, 8, 7, 6, 9, 8, 6, 5, 8, 9, 5, 1, 7, 5, 2, 4, 5, 1, 4, 2, 1, 1, 1, 2, 6
2021, 6, 2, 9, 19, 33, 38, 26, 28, 31, 22, 14, 18, 15, 19, 19, 10, 16, 9, 9, 10, 5, 3, 10, 4, 4, 3, 2, 9, 3, 4, 2, 3, 1, 1, 2, 3, 0, 0, 2, 2, 6
2021, 7, 1, 11, 32, 29, 27, 33, 30, 34, 15, 19, 13, 10, 13, 11, 18, 15, 7, 10, 5, 7, 3, 7, 6, 2, 8, 2, 5, 2, 4, 2, 3, 5, 2, 2, 3, 1, 2, 1, 1, 15
2021, 8, 0, 15, 32, 26, 32, 29, 28, 19, 25, 27, 19, 19, 13, 13, 12, 14, 6, 7, 11, 13, 4, 1, 6, 4, 3, 1, 5, 2, 3, 3, 3, 2, 0, 0, 0, 2, 2, 3, 0, 12
2021, 9, 1, 16, 31, 39, 45, 34, 32, 20, 23, 22, 21, 15, 9, 9, 11, 6, 8, 5, 4, 6, 7, 7, 5, 6, 4, 2, 4, 1, 1, 2, 4, 0, 4, 0, 1, 0, 1, 0, 0, 10
2021, 10, 2, 15, 23, 39, 44, 26, 40, 32, 22, 18, 25, 14, 15, 16, 9, 7, 5, 11, 4, 7, 4, 5, 8, 3, 3, 1, 2, 1, 1, 1, 3, 2, 1, 0, 0, 0, 1, 1, 2, 3
2021, 11, 1, 14, 25, 41, 34, 35, 22, 24, 24, 35, 17, 21, 10, 11, 13, 13, 4, 6, 4, 5, 6, 6, 3, 8, 5, 4, 3, 0, 2, 1, 4, 1, 0, 0, 1, 2, 0, 2, 1, 8
2021, 12, 3, 11, 33, 40, 40, 32, 25, 30, 25, 19, 17, 10, 24, 9, 2, 11, 5, 6, 5, 7, 6, 2, 3, 7, 2, 2, 3, 2, 2, 4, 1, 2, 1, 1, 2, 1, 4, 1, 1, 15
2022, 1, 0, 16, 37, 38, 34, 34, 28, 20, 23, 20, 16, 10, 18, 19, 9, 10, 9, 8, 11, 5, 7, 4, 6, 3, 4, 1, 3, 0, 3, 2, 0, 2, 1, 2, 0, 4, 0, 2, 1, 6
2022, 2, 0, 16, 34, 43, 34, 39, 35, 25, 13, 19, 16, 17, 11, 16, 16, 11, 11, 10, 10, 6, 2, 2, 2, 1, 4, 0, 2, 1, 2, 2, 0, 1, 2, 0, 1, 2, 1, 1, 1, 7
2022, 3, 1, 10, 26, 36, 46, 38, 39, 28, 23, 26, 21, 17, 13, 13, 10, 8, 7, 5, 4, 2, 4, 4, 2, 6, 3, 2, 4, 0, 3, 3, 0, 4, 1, 0, 1, 0, 1, 1, 2, 2
2022, 4, 3, 10, 16, 31, 33, 38, 36, 32, 31, 31, 21, 17, 17, 11, 8, 15, 5, 2, 4, 4, 5, 5, 2, 6, 4, 0, 3, 1, 7, 0, 2, 3, 1, 1, 3, 1, 0, 2, 0, 5
2022, 5, 0, 16, 35, 35, 35, 28, 28, 23, 27, 24, 11, 16, 11, 20, 13, 7, 9, 9, 7, 2, 5, 4, 3, 7, 4, 6, 2, 3, 5, 3, 2, 2, 1, 5, 2, 1, 0, 0, 1, 4
2022, 6, 0, 9, 30, 42, 40, 47, 22, 25, 19, 19, 15, 14, 20, 8, 9, 10, 7, 6, 6, 4, 7, 12, 4, 3, 3, 4, 5, 2, 2, 1, 1, 1, 2, 5, 1, 0, 1, 2, 0, 8
2022, 7, 0, 8, 34, 43, 34, 33, 39, 29, 23, 21, 13, 15, 11, 14, 10, 14, 10, 6, 6, 4, 6, 2, 2, 4, 3, 1, 4, 1, 4, 1, 4, 1, 3, 1, 2, 0, 2, 0, 0, 8
2022, 8, 0, 10, 26, 38, 33, 36, 39, 36, 25, 20, 13, 13, 21, 18, 5, 5, 7, 7, 9, 6, 8, 3, 2, 2, 2, 2, 3, 2, 4, 4, 1, 2, 0, 2, 1, 2, 1, 2, 0, 6
2022, 9, 2, 12, 18, 32, 36, 27, 28, 28, 30, 17, 21, 22, 13, 12, 20, 8, 11, 9, 7, 3, 8, 4, 2, 6, 4, 6, 1, 2, 3, 1, 1, 2, 3, 4, 2, 1, 2, 2, 0, 6
2022, 10, 0, 11, 24, 37, 21, 37, 31, 31, 24, 22, 21, 17, 13, 10, 10, 9, 12, 5, 8, 8, 10, 10, 5, 4, 2, 6, 1, 3, 4, 1, 2, 2, 2, 1, 0, 1, 0, 0, 1, 10
2022, 11, 1, 7, 22, 23, 34, 26, 27, 19, 21, 27, 26, 20, 19, 17, 10, 9, 5, 16, 11, 7, 8, 8, 7, 5, 5, 5, 2, 2, 3, 3, 1, 0, 3, 2, 3, 1, 2, 0, 1, 8
2022, 12, 0, 12, 22, 17, 23, 22, 32, 37, 24, 23, 22, 10, 17, 13, 11, 9, 5, 11, 10, 12, 12, 5, 6, 6, 5, 6, 7, 4, 1, 2, 2, 4, 1, 1, 3, 3, 0, 1, 5, 10
2023, 1, 1, 15, 26, 35, 34, 35, 29, 19, 18, 24, 12, 12, 13, 13, 9, 10, 6, 5, 9, 8, 10, 5, 9, 10, 6, 4, 4, 5, 3, 2, 2, 5, 4, 0, 1, 0, 0, 1, 1, 11
2023, 2, 1, 16, 34, 40, 43, 41, 25, 25, 15, 17, 15, 12, 11, 15, 11, 10, 10, 3, 4, 8, 5, 6, 2, 4, 2, 5, 5, 1, 2, 2, 3, 2, 2, 3, 2, 1, 0, 1, 2, 10
2023, 3, 1, 16, 30, 35, 42, 33, 33, 29, 24, 22, 18, 18, 12, 15, 8, 9, 4, 8, 7, 4, 8, 1, 1, 1, 4, 3, 2, 4, 1, 4, 1, 0, 1, 4, 3, 0, 0, 0, 0, 10
2023, 4, 1, 10, 29, 39, 41, 32, 32, 35, 24, 20, 19, 19, 12, 9, 11, 5, 4, 6, 4, 9, 9, 1, 8, 2, 3, 2, 3, 2, 0, 2, 5, 2, 1, 3, 4, 0, 1, 0, 1, 6
2023, 5, 1, 15, 21, 48, 37, 40, 33, 21, 23, 30, 14, 26, 10, 9, 6, 7, 7, 7, 4, 10, 9, 5, 3, 6, 3, 4, 1, 2, 1, 1, 0, 2, 1, 1, 0, 0, 1, 1, 1, 5
2023, 6, 0, 8, 19, 24, 33, 37, 26, 37, 32, 26, 23, 20, 16, 16, 14, 12, 5, 6, 7, 5, 6, 4, 4, 1, 3, 1, 2, 2, 4, 4, 1, 4, 2, 2, 1, 1, 1, 0, 0, 7
2023, 7, 2, 19, 34, 30, 48, 34, 37, 17, 21, 26, 16, 16, 11, 8, 7, 6, 11, 8, 11, 6, 5, 3, 1, 1, 1, 2, 3, 5, 3, 2, 3, 2, 2, 3, 1, 2, 1, 2, 1, 5
2023, 8, 2, 13, 31, 46, 42, 42, 25, 29, 24, 13, 14, 9, 14, 10, 8, 8, 11, 7, 4, 3, 5, 4, 3, 6, 5, 3, 3, 6, 3, 2, 1, 1, 0, 1, 3, 2, 0, 1, 2, 10
2023, 9, 1, 8, 32, 30, 25, 34, 37, 33, 18, 32, 19, 18, 15, 16, 9, 8, 10, 8, 4, 3, 6, 5, 2, 8, 3, 3, 0, 2, 3, 2, 3, 1, 0, 3, 1, 2, 0, 0, 1, 11
2023, 10, 0, 11, 26, 22, 33, 34, 34, 35, 30, 25, 16, 19, 15, 13, 10, 13, 14, 9, 7, 4, 4, 4, 6, 3, 2, 1, 4, 2, 1, 1, 3, 1, 2, 1, 1, 2, 1, 0, 1, 6
2023, 11, 1, 17, 36, 32, 35, 28, 25, 31, 22, 20, 12, 7, 13, 11, 16, 13, 10, 9, 15, 3, 5, 2, 4, 2, 1, 4, 3, 7, 2, 7, 1, 1, 1, 1, 3, 3, 1, 0, 1, 11
2023, 12, 0, 10, 30, 33, 36, 30, 30, 32, 18, 17, 21, 20, 16, 12, 8, 9, 10, 9, 7, 4, 6, 7, 6, 7, 4, 4, 3, 1, 2, 2, 2, 1, 2, 0, 3, 1, 2, 2, 0, 9

Index Data
Year, Month, Mean, SD, Type
2021, 1, 106, 0.1, Effort
2021, 2, 97, 0.1, Effort
2021, 3, 88, 0.1, Effort
2021, 4, 103, 0.1, Effort
2021, 5, 114, 0.1, Effort
2021, 6, 105, 0.1, Effort
2021, 7, 95, 0.1, Effort
2021, 8, 130, 0.1, Effort
2021, 9, 96, 0.1, Effort
2021, 10, 100, 0.1, Effort
2021, 11, 81, 0.1, Effort
2021, 12, 93, 0.1, Effort
2022, 1, 101, 0.1, Effort
2022, 2, 116, 0.1, Effort
2022, 3, 106, 0.1, Effort
2022, 4, 113, 0.1, Effort
2022, 5, 98, 0.1, Effort
2022, 6, 111, 0.1, Effort
2022, 7, 102, 0.1, Effort
2022, 8, 78, 0.1, Effort
2022, 9, 101, 0.1, Effort
2022, 10, 105, 0.1, Effort
2022, 11, 82, 0.1, Effort
2022, 12, 98, 0.1, Effort
2023, 1, 105, 0.1, Effort
2023, 2, 98, 0.1, Effort
2023, 3, 88, 0.1, Effort
2023, 4, 100, 0.1, Effort
2023, 5, 86, 0.1, Effort
2023, 6, 100, 0.1, Effort
2023, 7, 101, 0.1, Effort
2023, 8, 92, 0.1, Effort
2023, 9, 110, 0.1, Effort
2023, 10, 91, 0.1, Effort
2023, 11, 97, 0.1, Effort
2023, 12, 113, 0.1, Effort

2021, 1, 120, 0.1, Biomass
2021, 2, 130, 0.1, Biomass
2021, 3, 114, 0.1, Biomass
2021, 4, 111, 0.1, Biomass
2021, 5, 96, 0.1, Biomass
2021, 6, 102, 0.1, Biomass
2021, 7, 95, 0.1, Biomass
2021, 8, 101, 0.1, Biomass
2021, 9, 78, 0.1, Biomass
2021, 10, 83, 0.1, Biomass
2021, 11, 86, 0.1, Biomass
2021, 12, 74, 0.1, Biomass
2022, 1, 82, 0.1, Biomass
2022, 2, 97, 0.1, Biomass
2022, 3, 104, 0.1, Biomass
2022, 4, 91, 0.1, Biomass
2022, 5, 86, 0.1, Biomass
2022, 6, 119, 0.1, Biomass
2022, 7, 113, 0.1, Biomass
2022, 8, 108, 0.1, Biomass
2022, 9, 113, 0.1, Biomass
2022, 10, 122, 0.1, Biomass
2022, 11, 98, 0.1, Biomass
2022, 12, 114, 0.1, Biomass
2023, 1, 85, 0.1, Biomass
2023, 2, 102, 0.1, Biomass
2023, 3, 85, 0.1, Biomass
2023, 4, 85, 0.1, Biomass
2023, 5, 95, 0.1, Biomass
2023, 6, 94, 0.1, Biomass
2023, 7, 98, 0.1, Biomass
2023, 8, 117, 0.1, Biomass
2023, 9, 93, 0.1, Biomass
2023, 10, 97, 0.1, Biomass
2023, 11, 107, 0.1, Biomass
2023, 12, 103, 0.1, Biomass

Parameters, Value, Description
Steepness, 0.85, Assumed steepness of Beverton-Holt Stock-Recruit Relationship 
sigmaR, 0.4, Assumed standard deviation of log-normal recruitment deviations 
sigmaF, 0.4, Standard deviation for penalty for random walk in monthly F (log-space) 
sigmaR0, 0.3, Standard deviation for penalty for random walk in monthly recruitment pattern (log-space) 
